id,doc_type,text_chunk
doc_67,Judgement,"ors which have crept in the Rules would be carried in amendment of relevant Rules etc. The proposed action of the State respondents reads as under: ‘4. After due deliberations on all aspects, it was resolved that: a. In view of the legal wrangle crept in presently, the Recruitment process emanating from the Advertisement No.01/2019 notified by the Bihar Technical Service Commission be cancelled. b. The Department which earlier send its requisition for appointment to the Commission shall withdraw"
doc_67,Judgement," their respective requisition from the Bihar Technical Service Commission and such Department would send their such requisition afresh only after framing of new Recruitment Rules. c. Action be also initiated for cancellation of the Junior Engineer Recruitments Rules which are presently in vogue in various departments and thereafter, the amended Junior Engineer Recruitments Rules be framed. d. Steps be taken as to the approval of the Council of Ministers be accorded to the amended junior Engineer"
doc_67,Judgement," Recruitment Rules for the appointment of the Junior Engineer.’ 3. In the light of these new developments, the present petitions do not survive for consideration. Accordingly, State is permitted to carry out necessary amendment and proceed afresh to advertise for the post of Junior Engineer. SLP (Civil) No. 7257 of 2023 & Ors. --- Page 9 of 194. From the date of last advertisement till date, almost four years have elapsed, therefore, such of those candidates who are likely to be over-aged with r"
doc_67,Judgement,"eference to ensuing advertisement, for such of those candidates (who are applicants to the advertisement dated 08.03.2019), State Government must make a provision in the proposed amendment insofar as giving age relaxation as a one time measure. The above exercise shall be completed within a period of four months from the date of receipt of this order. --- 5. Pending I.A., if any, stands disposed of. 6. At this stage, learned counsel for one of the contesting respondent submitted that liberty may"
doc_67,Judgement," be reserved to challenge the proposed amendment. Such liberty is not necessary for the reasons that as and when Rules or amended rules were issued afresh, it would be a fresh cause of action to the respective parties.” 13. Learned Senior Counsels for the Appellants, Mr. Rajeev Dhavan, Mr. --- Ranjit Kumar and Ms. Meenakshi Arora urged before this Court that at the outset, the Writ Petitioners, having knowingly participated in the selection process under the Advertisement were bound by the doctr"
doc_67,Judgement,"ine of acquiescence and therefore, could not have challenged the eligibility criteria post- facto. Reliance is placed on Punjab National Bank vs. --- Anit Kumar Das (2021) 12 SCC 80 and The Chairman SBI & Anr. vs. M.J. James (2022) 2 SCC 301. 14. The learned counsels for the Appellants also contended that the cancellation of the entire selection process after its completion and preparation of the Final Select List, is unjustified SLP (Civil) No. 7257 of 2023 & Ors. Page 10 of 19and amounts to ch"
doc_67,Judgement,"anging the rules of the game after the declaration of results, which is impermissible. Reliance is placed on K. Manjusree vs. State of Andhra Pradesh & Anr. (2008) 3 SCC 512. It is argued that the Appellants, who emerged successful after the due process of selection which was carried out as per the Advertisement, have a vested right to be appointed and are instead being made to suffer though no fault of their own. 15. They further contended that the decision taken by the State Government and app"
doc_67,Judgement,"roved by the High Court amounts to arbitrary action as it fails to specify the concern/anomaly with Rule 9(1)(iii) which necessitated the cancellation of the entire process. 16. Learned Counsel for the Private Respondents i.e., the Writ Petitioners before the High Court also contended that the cancellation of the entire selection process, at such a tardy stage would seriously impact their interests. They argue that as per the stand of the AICTE before the High Court, their applications were elig"
doc_67,Judgement,"ible and should thus be reconsidered along with the applications of the Appellants. 17. Learned Senior Counsel for the State, Mr. Patwalia vehemently contends that the State was well within its domain to scrap the selection process considering the numerous legal issues that cropped up concerning the previously applicable Rules. It is SLP (Civil) No. 7257 of 2023 & Ors. Page 11 of 19brought to the notice of this Court that in furtherance of its decisions, as approved by the Impugned Order, the Go"
doc_67,Judgement,"vt. of Bihar has repealed the existing Rules and notified the Bihar Subordinate Engineering (Civil/Mechanical/Electrical) Cadre Rules, 2023 (the ‘New Rules’) vide Notification No. 1174 dated 07.03.2023. In compliance with the directions of the High Court, appropriate provisions for the grant of one-time age relaxations have also been made under Rule 8(2) of the New Rules. Further, the BTSC has cancelled the Advertisement vide notice dated 10.04.2023 and fresh requisitions have been sent by the W"
doc_67,Judgement,"ater Resources Department to the BTSC vide letter dated 21.03.2023 for selection against 2252 vacant posts for Junior Engineers in that department. 18. --- Mr. Patwalia further contends that the completion of the selection process under the Advertisement, resulting in the Select List and in the Final Select List was consistently carried out with the rider that the appointments would be subject to the outcome of the pending litigation. He argues that while the Select List was partially set aside "
doc_67,Judgement,"by the High Court vide order dated 19.04.2022, the Final Select List was neither considered by the High Court nor published, and therefore, no right to appointment vests with the Appellants, making any claim to equity untenable. SLP (Civil) No. 7257 of 2023 & Ors. Page 12 of 1919. At this stage, it is pertinent to note that while issuing notice, this Court vide order dated 24.04.2023 directed the maintenance of status quo which has persisted till date. As per the most recent status report by the"
doc_67,Judgement," State, nearly 9,187 posts of Junior Engineers remain vacant, drastically affecting the day-to-day functioning of the State. As retirements are ongoing, the working strength is continuously decreasing and is currently at 11.7%. In recognition of the peculiar facts and circumstances of this case, Mr. Patwalia has fairly stated before this Court that the State will abide by any appropriate direction given by the Court. 20. We have heard Learned Counsel for the parties and perused the record. 21. -"
doc_67,Judgement,"-- As evidenced above, the present case has a chequered history. Before the Advertisement was released, an amendment was brought to the Rules in 2017, more particularly to Rule 9, which restricted the eligibility criteria only to those candidates who possessed a Diploma from an institute approved by the AICTE. This amendment was prima facie contrary to the decision of this Court in Bharathidasan University (supra) which is solidified by the stand of the AICTE before this Court and their public n"
doc_67,Judgement,"otice dated 19.02.2022. However, despite this infraction, the Advertisement contained the same restriction, SLP (Civil) No. 7257 of 2023 & Ors. Page 13 of 19arbitrarily disqualifying persons like the Writ Petitioners from the selection process. 22. Thereafter, the first Select List that was prepared was partly set aside vide order dated 19.04.2022 in CWJC No. 7312/2021 and the BTSC was directed to prepare a fresh Select List as under: “Accordingly, appointments made to extent in terms of Rule 4("
doc_67,Judgement,"A) of amending Rules, 2017 are set aside and the Bihar State Technical Selection Commission is directed to prepare afresh select/merit list granting 40% institutional reservation to all the diploma holders, who have obtained their diploma certificate from any polytechnic institutes recognized by AICTU and affiliated by State Board of Technical Institutions, Bihar, Patna within the State of Bihar.” 23. Consequently, the Select List prepared on 02.04.2022 was impliedly set aside and a Final Select"
doc_67,Judgement," List was prepared by the BTSC in compliance with order dated 19.04.2022 but the same was not released as ordered by the Patna High Court vide order dated 01.12.2022 in another analogous writ proceeding being CWJC No. 7761/2022 as under: “…Process of selection and appointment, in terms of advertisement dated 8.9.2019, is nearing completion. Under these circumstances, as prayed for, we grant two weeks’ time to file reply. In the meanwhile, process of selection may carry on, but the result shall n"
doc_67,Judgement,"ot be declared without leave of the Court.” SLP (Civil) No. 7257 of 2023 & Ors. --- Page 14 of 1924. It is pertinent to note that the order dated 19.04.2022 passed in CWJC No. 7312 of 2021 does not appear to have been challenged further and has attained finality. It is stated by the BTSC that the Final Select List was prepared and kept under sealed cover. While an application seeking release of the list was pending before the High Court, the Writ Petition was withdrawn. 25. During the present pr"
doc_67,Judgement,"oceedings, vide order dated 10.09.2024, this Court sought information regarding the Final Select List from the State Government and the same was produced before this Court in sealed cover. 26. Presently, despite the preparation of the Final Select List which signals the conclusion of the appointment process, the State Government seeks to scrap the entire process and undertake a fresh appointment process under the New Rules. In the considered opinion of this Court, this amounts to effectively cha"
doc_67,Judgement,"nging the rules of the game after the game was played which is impermissible and deprives the candidates of their legitimate right of consideration under the previous Rules. 27. The High Court in the impugned order has abruptly and without assigning reasons and without adjudicating any issues involved in the writ petitions, disposed of the same, recording the statement made by the learned counsel for the State, and SLP (Civil) No. 7257 of 2023 & Ors. Page 15 of 19permitted the State to amend Rul"
doc_67,Judgement,"es in question. Since, the entire recruitment process was concluded as per the extant Rules till the selection list was declared on 02.04.2022, which has not been specifically set aside by the High Court, and since the AICTE has also continued its stand that its approval is not necessary for the private institutions, and since the order dated 19.04.2022 passed in CWJC No. 7312/2021 has attained finality, in our opinion, the interest of justice would be met if the State/Commission is directed to "
doc_67,Judgement,"prepare a fresh select list of meritorious candidates in respect of the Advertisement dated 08.03.2019, keeping in view the above facts and keeping in view that no appointments to the post of Junior Engineer (Civil) have been made since last more than ten years. Hence, it is required to be directed that a fresh selection list for the vacancies advertised in the Advertisement dated 08.03.2019 be prepared of the meritorious candidates, considering the above observations and in compliance with the "
doc_67,Judgement,"order dated 19.04.2022 passed by the High Court in CWJC No. 7312/2021 as expedient as possible and preferably within three months of this order. --- 28. In this regard, the field is held by the three-judge bench decision of this Court in K. Manjusree (supra) wherein the Court, relying on previous decisions, explicitly held that introducing new requirements into the selection process after the entire selection process was completed amounted to changing the rules SLP (Civil) No. 7257 of 2023 & Ors"
doc_67,Judgement,". Page 16 of 19of the game after the game was played. Relevant portions of the judgement are reproduced as under: “27. But what could not have been done was the second change, by introduction of the criterion of minimum marks for the interview. The minimum marks for interview had never been adopted by the Andhra Pradesh High Court earlier for selection of District & Sessions Judges, (Grade II). In regard to the present selection, the Administrative Committee merely adopted the previous procedure"
doc_67,Judgement," in vogue. The previous procedure as stated above was to apply minimum marks only for written examination and not for the oral examination. We have referred to the proper interpretation of the earlier Resolutions dated 24-7- 2001 and 21-2-2002 and held that what was adopted on 30-11-2004 was only minimum marks for written examination and not for the interviews. Therefore, introduction of the requirement of minimum marks for interview, after the entire selection process (consisting of written exa"
doc_67,Judgement,"mination and interview) was completed, would amount to changing the rules of the game after the game was played which is clearly impermissible. We are fortified in this view by several decisions of this Court. --- It is sufficient to refer to three of them — P.K. Ramachandra Iyer v. Union of India [(1984) 2 SCC 141 : 1984 SCC (L&S) 214] , Umesh Chandra Shukla v. Union of India [(1985) 3 SCC 721 : 1985 SCC (L&S) 919] and Durgacharan Misra v. State of Orissa [(1987) 4 SCC 646 : 1988 SCC (L&S) 36 :"
doc_67,Judgement," (1987) 5 ATC 148] 32. In Maharashtra SRTC v. Rajendra Bhimrao Mandve [(2001) 10 SCC 51 : 2002 SCC (L&S) 720] this Court observed that “the rules of the game, meaning thereby, that the criteria for selection cannot be altered by the authorities concerned in the middle or after the process of selection has commenced”. In this case the position is much more serious. Here, not only the rules SLP (Civil) No. 7257 of 2023 & Ors. Page 17 of 19of the game were changed, but they were changed after the g"
doc_67,Judgement,"ame had been played and the results of the game were being awaited. That is unacceptable and impermissible.” 29. Therefore, in light of the aforenoted position, the State action of scrapping the entire selection process is not permissible. In view of the peculiar circumstances of this case, particularly the prolonged pendency leading to huge number of vacant posts that hinder the Government’s functioning, this Court finds it appropriate for the State/BTSC to proceed with the Fresh Select List su"
doc_67,Judgement,"bmitted in compliance with the order dated 19.04.2022 in CWJC No. 7312/2021 which has attained finality, as also taking into consideration as far as possible, the interest of the candidates who were found successful. Hence, the Fresh Select List must be appropriately revised in the following manner: (i) The Fresh Select List be prepared in view of order dated 19.04.2022 passed by the High Court in CWJC No. 7312/2021. (ii) The Fresh Select List shall also include as far as possible those meritori"
doc_67,Judgement,"ous candidates who were otherwise eligible but were declared ineligible solely on account of the 2017 amendment to the Rules i.e., on account of their institute not being recognised by the AICTE, and all similarly placed successful candidates. SLP (Civil) No. 7257 of 2023 & Ors. Page 18 of 19(iii) The BTSC is directed to prepare the Revised Select List within 3 months of this Order and the State Government is directed to act upon the Revised Select List submitted by the Commission within a perio"
doc_67,Judgement,"d of 30 days thereafter. 30. --- Accordingly, the present appeals are disposed of with the aforenoted directions. ……………………………………J. [BELA M. TRIVEDI] ……………………………………J. [SATISH CHANDRA SHARMA] NEW DELHI OCTOBER 04, 2024 SLP (Civil) No. 7257 of 2023 & Ors. Page 19 of 19"
doc_68,Judgement,"1 REPORTABLE 2024 INSC 429 IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION REVIEW PETITION (C) No. 1025 of 2019 IN CIVIL APPEAL NO. 6567 OF 2014 LEHNA SINGH (D) BY LRS. …. PETITIONER VERSUS GURNAM SINGH (D) BY LRS. & ORS. ...RESPONDENTS J U D G M E N T PRASHANT KUMAR MISHRA, J. The petitioner has preferred this Review Petition seeking review of the Order dated 13.03.2019 passed in Civil Appeal No. 6567 of 2014 wherein the present petitioner was the respondent. In the Order under revie"
doc_68,Judgement,"w, the Civil Appeal was allowed, and the judgment and decree passed by the High Court of Punjab and Haryana on 27.11.2007 in Civil Regular2 Second Appeal No. 2191 of 1985 was set aside and the judgment and decree passed by the District Judge, Sangrur, on 06.06.1985 in Civil Appeal No. 27 of 1983 has been restored. 2. In the judgment under review, this Court held that the judgment and decree passed by the Punjab and Haryana High Court is beyond the scope and ambit of Section 100 of Code of Civil "
doc_68,Judgement,"Procedure, 19081 on the ground that in exercise of such power, the High Court could not have reappreciated the entire evidence on record to unsettle the finding of facts recorded by the First Appellate Court, by substituting its own opinion for that of the First Appellate Court. 3. Basing the judgment rendered in Pankajakshi (Dead) Through Legal Representatives & Ors. v. Chandrika & Ors.2, this Court directed that the review petition be listed before the open Court for hearing and subsequently o"
doc_68,Judgement,"n 13.08.2019 notices were issued to the opposite parties, at the same time, directing the parties to maintain status quo. 1. --- ‘CPC’ 2. (2016) 6 SCC 1573 4. In substance, the main ground for review of the judgment is that the Constitution Bench of this Court in Pankajakshi (supra) have uphold the validity of Section 41 of Punjab Courts Act, 19183, overruling this Court’s earlier judgment in case of Kulwant Kaur & Ors. v. Gurdial Singh Maan (Dead) By Lrs. & Ors.4 holding that since Section 97(1"
doc_68,Judgement,") of the Code of Civil Procedure (Amendment) Act, 1976 has no application to Section 41 of the Punjab Act, therefore, Section 41 of the Punjab Act would necessarily continue as a law in force and the second appeal before the High Court has to be heard within the parameters of Section 41 of the Punjab Act, and not under Section 100 CPC. 5. --- Shri P.S. Patwalia, learned Senior counsel appearing for the petitioner would also refer to the subsequent judgments of this Court in Randhir Kaur v. Prith"
doc_68,Judgement,"vi Pal Singh & Ors.5 and Gurbachan Sing (Dead) Through Lrs. v. Gurcharan Singh (Dead) Through Lrs. & Ors.6 wherein this Court relying upon Pankajakshi (supra) held that the scope of interference within 3. ‘Punjab Act’ 4. (2001) 4 SCC 262 5. (2019) 17 SCC 71 6. (2023) SCC Online SC 8754 the jurisdiction of the Punjab and Haryana High Court would be the same as under Section 100 of CPC as it existed prior to the 1976 amendment. The provisions of Section 41 of the Punjab Act and of Section 100 CPC,"
doc_68,Judgement," before its amendment in 1976, are in pari materia. Therefore, the questions of law are not required to be framed in second appeal before Punjab and Haryana High Court whose jurisdiction in second appeal is circumscribed by provision of Section 41 of the Punjab Act. 6. Shri Patwalia would submit that this Court has set aside the Judgment of High Court terming it as beyond the power under Section 100 CPC which is not legally correct, in view of the law laid down in Pankajakshi (supra). It is furt"
doc_68,Judgement,"her argued that in the facts and circumstances of the case, the petitioner was entitled to succeed to the property by way of natural succession and the finding of the High Court that the Will relied upon by the respondents has not been proved as it is surrounded by suspicious circumstances ought not to have been interfered by this Court. It is argued that a finding of fact erroneously or perversely recorded by the First Appellate Court can always be interfered by the High Court. Hence, there is "
doc_68,Judgement,"no5 infirmity in the Judgment rendered by the High Court and the same ought not to have been interfered by this Court while deciding the Civil Appeal No. 6567 of 2014 on an erroneous ground that the High Court has travelled beyond its jurisdiction and power under Section 100 CPC as it stands of the 1976 amendment. 7. Shri Manoj Swarup, learned senior counsel appearing for the respondents would not dispute the legal position as has been settled by this Court in the matter of Pankajakshi (supra). "
doc_68,Judgement,"However, he would submit that even in the case when the High Court would exercise the power under Section 41 of the Punjab Act, the finding of fact recorded by the First Appellate Court cannot be interfered on re-appreciation of evidence to substitute its own decision for that of the First Appellate Court. According to him, the finding recorded by the First Appellate Court was borne out from the record. Therefore, the High Court erred in interfering with the said finding, and this Court rightly "
doc_68,Judgement,"set aside the Judgment and decree of the High Court while deciding the Civil Appeal. According to Shri Swarup, the respondents had proved the Will, which was a6 registered one, in accordance with law and that there were no suspicious circumstances accompanying the Will. 8. When this Court rendered the judgment under review in Civil Appeal No. 6567 of 2014, the only ground which weighed with the Court was that the High Court exercised the power under Section 100 CPC erroneously and decided the se"
doc_68,Judgement,"cond appeal by re-appreciating the evidence without even framing a substantial question of law. 9. The second appeal in Punjab and Haryana High Court is heard under Section 41 of the Punjab Act, which is reproduced hereunder for ready reference: - “41. Second Appeals – (1) An appeal shall lie to the High Court from every decree passed in appeal by any court subordinate to the High Court on any of the following grounds, namely: (a) the decision being contrary to law or to some custom or usage hav"
doc_68,Judgement,"ing the force of law: (b) the decision having failed to determine some material issue of law or custom or usage having the force of law: (c) a substantial error or defect in the procedure provided by the Code of Civil Procedure 1908 (V of 1908), or by any other law for the time being in force which may possibly have produced error or defect in the decision of the case upon the merits; [Explanation – A question relating to the existence or validity of a custom or usage shall be deemed to be a que"
doc_68,Judgement,"stion of law within the meaning of this section:] (2) An appeal may lie under this section from an appellate decree passed ex parte.”7 10. The provision contained in Section 41 of the Punjab Act, as reproduced above, does not mandate framing of a substantial question of law for entertaining the second appeal. Therefore, a second appeal under Section 41 of Punjab Act can be entertained by the Punjab and Haryana High Court even without framing a substantial question of law. 11. It would be appropr"
doc_68,Judgement,"iate to refer to the provision contained in Section 41 of the Punjab Act in juxtaposition to Section 100 CPC, before its amendment in 1976, to appreciate and understand the jurisdiction of Punjab and Haryana High Court in second appeal. The provisions are reproduced hereunder for ready reference: - “Section 41 of the Punjab Act Section 100 CPC 41. Second appeals.—(1) An appeal 100. Second appeal.—(1) Save shall lie to the High Court from where otherwise expressly every decree passed in appeal by"
doc_68,Judgement," provided in the body of this Code any court subordinate to the High or by any other law for the time Court on any of the following being in force, an appeal shall lie grounds, namely: to the High Court from every decree passed in appeal by any court subordinate to a High Court, on any of the following grounds, namely: (a) the decision being contrary to (a) the decision being contrary to law or to some custom or usage law or to some usage having the having the force of law; force of law; (b) the"
doc_68,Judgement," decision having failed to (b) the decision having failed to determine some material issue of determine some material issue of law or custom or usage having the law or usage having the force of force of law; l aw; (c) a substantial error or defect in (c) a substantial error or defect in the procedure provided by the Code the procedure provided by this8 of Civil Procedure, 1908 (V of Code or by any other law for the 1908), or by any other law for the time being in force, which may time being in f"
doc_68,Judgement,"orce which may possibly have produced error or possibly have produced error or defect in the decision of the case defect in the decision of the case upon the merits. upon the merits; * * * (2) An appeal may lie under this (2) An appeal may lie under this section from an appellate decree section from an appellate decree passed ex parte. passed ex parte.” 12. In Pankajakshi (supra), the Constitution Bench of this Court has held that substantial question of law may not be required to be framed in a"
doc_68,Judgement," second appeal before Punjab and Haryana High Court. However, the finding of fact recorded, cannot be interfered with even in terms of Section 41 of Punjab Act. The law laid down by this Court in Pankajakshi (supra) has been relied upon in Randhir Kaur (supra) to hold thus in paragraphs 10 to 12: - “10. The effect of the Constitution Bench judgment in Pankajakshi is that in second appeal, the scope of interference within the Punjab and Haryana High Court would be the same as the Code of Civil Pr"
doc_68,Judgement,"ocedure existed prior to the 1976 Amendment. The provisions of Section 41 of the Punjab Act and of Section 100 CPC are in pari materia. 11. Some of the judgments of this Court dealing with the scope of the old Section 100 are required to be discussed. In a judgment in Deity Pattabhiramaswamy v. S. Hanymayya [AIR 1959 SC 57] — three Judges, while examining the scope of Section 100 CPC, held as under : (AIR p. 59, para 13) “13. The finding on the title was arrived at by the learned District Judge "
doc_68,Judgement,"not on the basis of any document of title but on a consideration of relevant documentary and oral evidence adduced by the parties. The learned Judge, therefore, in our9 opinion, clearly exceeded his jurisdiction in setting aside the said finding. The provisions of Section 100 are clear and unambiguous. As early as in 1891, the Judicial Committee in Durga Choudhrain v. Jawahir Singh Choudhri [1890 SCC OnLine PC 10 : (1889-90) 17 IA 122] stated thus : (SCC OnLine PC) ‘There is no jurisdiction to e"
doc_68,Judgement,"ntertain a second appeal on the ground of an erroneous finding of fact, however gross or inexcusable the error may seem to be.’ The principle laid down in this decision has been followed in innumerable cases by the Privy Council as well as by different High Courts in this country. Again the Judicial Committee in Midnapur Zamindary Co. --- Ltd. --- v. Uma Charan Mandal [1923 SCC OnLine PC 31 : (1924-25) 29 CWN 131] further elucidated the principle by pointing out : (SCC OnLine PC) ‘[If] the quest"
doc_68,Judgement,"ion to be decided is one of fact, it does not involve an issue of law merely because documents which were not instruments of title or contracts or statutes or otherwise the direct foundations of rights but were merely historical documents, have to be construed.’ Nor does the fact that the finding of the first appellate court is based upon some documentary evidence make it any the less a finding of fact (see Wali Mohammad v. Mohd. Bakhsh [1929 SCC OnLine PC 115 : (1929-30) 57 IA 86 : ILR (1930) 1"
doc_68,Judgement,"1 Lah 199]). But, notwithstanding such clear and authoritative pronouncements on the scope of the provisions of Section 100 CPC, some learned Judges of the High Courts are disposing of second appeals as if they were first appeals. This introduces, apart from the fact that the High Court assumes and exercises a jurisdiction which it does not possess, a gambling element in the litigation and confusion in the mind of the litigant public. This case affords a typical illustration of such interference"
doc_68,Judgement," by a Judge of the High Court in excess of his jurisdiction under Section 100 CPC. We have, therefore, no alternative but to set aside the decree of the High Court on the simple ground that the learned Judge of the High Court had no jurisdiction to interfere in second appeal with the findings of fact given by the first appellate court based upon an appreciation of the relevant evidence. In the result, the decree of the High Court is set aside and the appeal is allowed with costs throughout.” 12."
doc_68,Judgement," Later, in a judgment, in Kshitish Chandra Bose v. Commr. [(1981) 2 SCC 103] — three Judges, of this Court held that the High Court has no jurisdiction to entertain second appeal on findings of fact even if it was erroneous. The Court held as follows : (SCC p. 108, para 11) “11. On a perusal of the first judgment of the High Court we are satisfied that the High Court clearly exceeded its jurisdiction under Section 100 in reversing pure concurrent findings of fact given by the trial court and the"
doc_68,Judgement," then appellate10 court both on the question of title and that of adverse possession. In Kharbuja Kuer v. Jangbahadur Rai [AIR 1963 SC 1203 : (1963) 1 SCR 456] this Court held that the High Court had no jurisdiction to entertain second appeal on findings of fact even if it was erroneous. In this connection, this Court observed as follows : (AIR pp. 1205-06, paras 5 & 7) ‘5. It is settled law that the High Court has no jurisdiction to entertain a second appeal on the ground of erroneous finding o"
doc_68,Judgement,"f fact. … *** 7. … As the two courts approached the evidence from a correct perspective and gave a concurrent finding of fact, the High Court had no jurisdiction to interfere with the said finding.’ To the same effect is another decision of this Court in V. Ramachandra Ayyar v. Ramalingam Chettiar [AIR 1963 SC 302 : (1963) 3 SCR 604] where the Court observed as follows : (AIR p. 306, para 12) ‘12. … But the High Court cannot interfere with the conclusions of fact recorded by the lower appellate "
doc_68,Judgement,"court, however erroneous the said conclusions may appear to be to the High Court, because, as the Privy Council has observed, however gross or inexcusable the error may seem to be, there is no jurisdiction under Section 100 to correct that error.’ ” 13. In a recent decision in the matter of Gurbachan Singh (supra), this court has reiterated the legal position vis-à-vis Section 41 of Punjab Act and the unamended Section 100 CPC holding thus in paragraphs 9 to 11: - “9. The Constitution bench in P"
doc_68,Judgement,"ankajakshi (Dead) through LRs v. Chandrika had held Kulwant Kaur v. Gurdial Singh Mann which held section 41 of the Punjab Courts Act, 1918 to be repugnant to section 100, CPC to be bad in law, thereby implying that section 41 of the Punjab Court Act holds as good law. It was held as under: — “25. We are afraid that this judgment in Kulwant Kaur case [Kulwant Kaur v. Gurdial Singh Mann, (2001) 4 SCC 262] does not state the law correctly on both propositions. First and foremost, when Section 97(1"
doc_68,Judgement,") of the Code of Civil Procedure (Amendment) Act, 1976 speaks of any amendment made or any provision inserted in the principal Act by virtue of a State Legislature or a High Court, the said section refers only to amendments made and/or provisions inserted in the Code of Civil Procedure itself and not elsewhere. This is clear from the11 expression “principal Act” occurring in Section 97(1). What Section 97(1) really does is to state that where a State Legislature makes an amendment in the Code of"
doc_68,Judgement," Civil Procedure, which amendment will apply only within the four corners of the State, being made under Schedule VII List III Entry 13 to the Constitution of India, such amendment shall stand repealed if it is inconsistent with the provisions of the principal Act as amended by the Parliamentary enactment contained in the 1976 Amendment to the Code of Civil Procedure. This is further made clear by the reference in Section 97(1) to a High Court. The expression “any provision inserted in the princ"
doc_68,Judgement,"ipal Act” by a High Court has reference to Section 122 of the Code of Civil Procedure by which High Courts may make rules regulating their own procedure, and the procedure of civil courts subject to their superintendence, and may by such rules annul, alter, or add to any of the rules contained in the First Schedule to the Code of Civil Procedure.” 10. Recently, a Bench of three learned Judges in Satyender v. --- Saroj while dealing with a property dispute arising out of the State of Haryana, hel"
doc_68,Judgement,"d as under:— “16. We may also add here that we are presently concerned with the laws in the State of Haryana. All the same, the laws as applicable in Punjab in the year 1918, were also applicable to the present territory of Haryana since it was then a part of the State of Punjab. Later on, the creation of the new State of Haryana, under the provision given in Section 88 of the Punjab Re-organization Act, 1966, the laws applicable in the erstwhile State of Punjab continued to be applicable in the"
doc_68,Judgement," new State of Haryana. Furthermore, State of Haryana formally adopted the laws of the erstwhile State of Punjab, under Section 89 of the Punjab Re-Organisation Act, 1966. Therefore, in the State of Haryana a court in second appeal is not required to formulate a substantial question of law, as what is applicable in Haryana is Section 41 of the Punjab Courts Act, 1918 and not Section 100 of CPC. Consequently, it was not necessary for the High Court to formulate a substantial question of law.” 11. "
doc_68,Judgement,"In view of the above discussion, it is clear to this court that the judgment of the learned single Judge sitting in second appellate jurisdiction cannot be faulted for not having framed substantial questions of law under section 100, CPC”. 14. Regard being had to the settled legal position in Pankajakshi (supra) reiterated in Randhir Kaur (supra) and Gurbachan Singh (supra), we are of the view that the12 Judgment of this Court under review in Civil Appeal No. 6567 of 2014 has been wrongly decide"
doc_68,Judgement,"d holding that the Punjab and Haryana High Court has travelled beyond the jurisdiction under Section 100 CPC by interfering with the finding of fact recorded by the First Appellate Court without framing a substantial question of law. 15. Since there is an error apparent on the face of the record, in view of the law laid down in Pankajakshi (supra), we review our judgment in Civil Appeal No. 6567 of 2014 and recall the same for deciding the Civil Appeal on merits. The Review Petition is allowed. "
doc_68,Judgement,"The Civil Appeal is restored to its original number and taken on board with the consent of the parties, and we proceed to decide the Civil Appeal afresh on merits. Civil Appeal No. 6567 of 2014 16. This Civil Appeal is preferred by the defendants in the suit against whom the plaintiff brought a suit for perpetual injunction on the pleadings, inter alia, that he and his brother Bhagwan Singh alias Nikka Singh were owners in possession of the suit land. Bhagwan Singh was issueless being unmarried."
doc_68,Judgement,"13 Since the defendant No. 1 was trying to dispossess the plaintiff forcibly, the suit for perpetual injunction was filed. The defendants did not deny that plaintiff and Bhagwan Singh were real brothers. However, he claimed to be the half-brother of Bhagwan Singh as they were given birth by same lady namely Mrs. Har Kaur who was earlier married to Sunder Singh but after his death, she was married to Mehar Singh and the defendant no. 1 was born out of the wedlock of Har Kaur with Mehar Singh. The"
doc_68,Judgement," defendant’s case rested on a Will allegedly executed by Bhagwan Singh on 17.01.1980. Prior to this, Bhagwan Singh had executed an unregistered Will on 17.08.1979. However, the defendant admitted that during the lifetime of Bhagwan Singh, the suit land was cultivated jointly by the plaintiff and Bhagwan Singh. In the alternative, the defendant pleaded that if plaintiff’s possession over the suit land is proved, the defendant nos. 2 to 6, the beneficiary of the Will, are entitled to joint possess"
doc_68,Judgement,"ion of half share of the suit land. 17. On the strength of evidence adduced by the parties in course of trial, it was held by the trial court that the defendants14 have failed to prove the genuineness of the Will, therefore, the plaintiff is entitled to succeed by way of natural succession. It was found that the Will relied by the defendants is surrounded by suspicious circumstances, therefore, it is not a validly executed Will. The trial court held that the defendants’ case that they served the"
doc_68,Judgement," deceased Bhagwan Singh during the lifetime and out of love and affection for the services rendered, he executed the Will in their favour as they were also related to the deceased, has not been believed by the trial court. There is evidence that it was plaintiff who admitted Nikka Singh in hospital on 02.08.1979 when he was ill and his address was also shown as care of Lehna Singh (the ‘plaintiff’). 18. Upon careful marshalling of evidence, the trial court recorded a finding about active partici"
doc_68,Judgement,"pation of Jagjit Singh (DW-3) in execution of the Will and the absence of mention in the Will as to why he disinherited his real brother, the plaintiff, from succeeding the property and more so when he was living with him and was attended to during his ill health. Since the defendant admit joint possession and cultivation of the land by Nikka Singh and plaintiff, a fact contrary to this mentioned in15 the Will was also highlighted by the trial court. Despite there being an earlier Will there was"
doc_68,Judgement, no mention that the said Will is cancelled and the name of father of Gurnam Singh was also wrongly mentioned. The trial court also found that Nikka Singh was suffering from cancer and was also a patient of T.B. 19. The trial court also found that the plaintiff is in possession of the suit land as the said fact has been admitted by one of the defendant’s witnesses namely Gurnam Singh. 20. The First Appellate Court set aside the finding of the trial court holding that the trial court was wrongly 
